iter	RMSE
474	1642.416352
475	1642.088168
476	1641.200043
477	1640.447853
478	1639.845144
479	1639.128122
480	1639.055249
481	1639.047001
482	1638.076425
483	1636.321432
484	1636.302779
485	1635.726052
486	1634.403238
487	1633.738151
488	1633.053329
489	1632.067185
490	1630.861229
491	1629.972696
492	1629.313344
493	1628.568827
494	1627.476116
495	1626.776085
496	1626.761668
497	1626.418601
498	1625.14883
499	1624.517713
500	1624.009693
501	1623.148106
502	1622.427781
503	1621.757903
504	1621.017547
505	1621.004599
506	1620.324446
507	1619.786106
508	1619.053945
509	1618.380316
510	1617.810658
511	1617.79478
512	1615.65641
513	1615.650084
514	1615.14495
515	1614.460095
516	1614.448641
517	1613.550781
518	1612.011451
519	1611.109867
520	1610.147262
521	1609.519774
522	1608.962722
523	1608.26592
524	1607.199956
525	1607.194006
526	1606.673496
527	1605.647894
528	1604.606168
529	1603.784899
530	1603.10561
531	1603.091494
532	1602.359612
533	1602.349158
534	1601.297074
535	1600.710003
536	1600.11272
537	1599.394299
538	1598.581381
539	1596.917298
540	1596.188907
541	1595.290564
542	1594.924462
543	1593.412549
544	1592.786186
545	1592.780964
546	1591.893458
547	1591.241551
548	1590.375997
549	1589.963451
550	1589.177268
551	1588.484568
552	1587.477455
553	1586.999957
554	1585.500996
555	1584.475916
556	1583.597345
557	1582.830394
558	1582.000083
559	1581.517629
560	1580.285414
561	1579.457074
562	1579.154544
563	1578.737715
564	1577.774501
565	1576.658564
566	1576.293511
567	1576.237145
568	1575.427707
569	1574.701903
570	1574.429376
571	1573.773863
572	1573.473923
573	1573.211001
574	1572.466044
575	1572.454017
576	1571.924456
577	1571.268289
578	1570.640588
579	1570.630252
580	1569.942504
581	1569.932633
582	1569.034572
583	1568.228256
584	1567.38323
585	1566.916847
586	1566.907606
587	1566.654457
588	1566.481606
589	1566.002618
590	1564.745323
591	1563.948472
592	1563.902877
593	1563.113954
594	1562.274539
595	1561.619265
596	1561.611287
597	1560.863345
598	1560.302895
599	1559.764739
600	1559.414903
601	1559.269849
602	1558.205866
603	1557.177936
604	1556.256427
605	1555.662779
606	1554.988521
607	1554.467466
608	1553.976302
609	1553.949113
610	1553.298954
611	1552.638736
612	1552.102082
613	1551.878912
614	1551.868304
615	1551.424066
616	1550.534742
617	1550.035575
618	1549.872774
619	1549.407675
620	1548.653715
621	1548.61466
622	1548.53551
623	1548.040751
624	1547.351917
625	1547.341986
626	1547.332677
627	1547.323531
628	1546.488406
629	1546.463474
630	1546.162764
631	1545.685824
632	1544.910205
633	1544.279039
634	1543.709284
635	1543.046917
636	1542.44706
637	1541.794546
638	1541.765896
639	1541.693663
640	1541.104492
641	1541.069907
642	1540.254935
643	1540.146559
644	1539.366251
645	1538.779545
646	1538.116149
647	1536.309526
648	1535.660187
649	1535.579847
650	1534.628055
651	1534.336041
652	1533.947017
653	1533.428607
654	1532.816452
655	1532.792496
656	1532.204783
657	1531.714265
658	1531.13546
659	1530.682779
660	1529.865211
661	1529.33047
662	1528.72807
663	1528.075715
664	1527.677653
665	1527.669572
666	1527.260235
667	1527.112995
668	1527.090923
669	1525.982487
670	1525.331374
671	1525.192044
672	1525.10051
673	1524.147595
674	1523.603153
675	1523.199083
676	1522.407667
677	1521.949527
678	1521.362348
679	1520.571699
680	1520.072912
681	1519.42479
682	1519.016572
683	1518.577799
684	1518.238767
685	1518.015635
686	1517.995298
687	1517.975895
688	1517.001128
689	1516.553581
690	1515.71454
691	1514.998553
692	1514.991205
693	1514.454684
694	1513.683988
695	1513.133301
696	1512.672925
697	1512.063295
698	1512.056859
699	1511.351136
700	1510.837997
701	1510.354338
702	1509.838603
703	1509.79724
704	1509.308005
705	1508.79151
706	1508.30664
707	1507.956486
708	1507.949948
709	1507.529289
710	1506.827165
711	1506.414994
712	1506.085512
713	1505.759743
714	1505.409766
715	1504.673822
716	1504.308531
717	1503.795708
718	1503.325337
719	1502.817944
720	1502.253261
721	1501.261145
722	1500.878477
723	1500.017605
724	1499.999456
725	1499.573618
726	1499.160504
727	1498.627616
728	1498.209872
729	1497.662891
730	1497.62752
731	1497.337485
732	1496.878871
733	1496.306734
734	1494.832294
735	1493.896474
736	1493.645089
737	1493.275275
738	1492.853376
739	1492.344829
740	1491.851697
741	1491.257911
742	1490.157276
743	1489.849992
744	1489.407676
745	1488.839686
746	1488.271255
747	1487.578244
748	1487.20976
749	1486.776316
750	1485.932238
751	1485.449759
752	1485.248489
753	1484.828199
754	1484.424844
755	1483.867961
756	1483.420284
757	1483.046349
758	1482.388742
759	1482.21245
760	1481.81107
761	1481.502217
762	1481.152225
763	1480.519424
764	1480.108822
765	1479.749451
766	1478.821496
767	1478.69762
768	1478.24402
769	1477.786126
770	1477.554364
771	1477.135392
772	1477.074768
773	1475.729564
774	1475.223483
775	1474.953113
776	1474.660153
777	1474.391371
778	1473.834553
779	1472.886887
780	1472.047374
781	1471.660006
782	1471.048058
783	1470.730898
784	1470.298565
785	1470.145046
786	1469.646387
787	1469.314458
788	1468.885053
789	1468.509618
790	1468.151091
791	1467.835298
792	1467.423936
793	1467.020514
794	1466.460232
795	1466.219181
796	1465.93734
797	1465.433214
798	1465.103312
799	1464.527133
800	1464.16726
801	1463.941184
802	1463.205674
803	1462.830259
804	1462.532545
805	1462.249719
806	1461.905733
807	1461.282329
808	1460.701509
809	1460.211923
810	1459.91631
811	1459.620564
812	1459.00129
813	1458.718904
814	1458.109987
815	1457.96135
816	1457.682902
817	1457.395979
818	1457.127213
819	1456.852012
820	1456.705296
821	1456.34293
822	1455.738859
823	1455.46521
824	1455.203365
825	1454.764583
826	1454.483233
827	1454.177274
828	1453.813991
829	1453.420882
830	1453.123523
831	1452.63126
832	1452.384391
833	1451.904536
834	1451.503429
835	1451.262616
836	1450.923336
837	1450.729254
838	1450.523616
839	1450.23099
840	1449.912859
841	1449.480998
842	1449.3093
843	1448.850364
844	1448.100003
845	1447.525746
846	1446.861151
847	1446.67645
848	1446.116842
849	1445.642692
850	1445.639484
851	1445.480567
852	1444.918014
853	1444.201926
854	1443.669096
855	1442.862669
856	1442.321336
857	1441.785534
858	1441.276981
859	1440.813291
860	1439.679619
861	1439.300116
862	1438.897893
863	1438.477345
864	1438.178603
865	1437.901379
866	1437.61497
867	1437.228041
868	1436.631715
869	1436.608104
870	1436.436699
871	1436.27604
872	1436.152006
873	1435.802098
874	1435.671699
875	1435.384614
876	1434.972773
877	1434.608578
878	1434.197921
879	1433.7084
880	1433.344621
881	1432.895708
882	1432.329404
883	1432.051409
884	1431.695477
885	1431.427076
886	1431.072213
887	1430.702732
888	1430.538968
889	1430.215089
890	1429.77992
891	1429.169771
892	1428.988378
893	1428.732638
894	1428.454665
895	1428.228821
896	1427.978383
897	1427.819662
898	1427.55832
899	1427.010749
900	1426.625582
901	1426.275918
902	1425.943929
903	1425.671575
904	1425.284955
905	1424.85505
906	1424.674572
907	1424.383263
908	1423.960986
909	1423.716012
910	1423.608623
911	1423.186122
912	1422.808941
913	1422.352979
914	1421.514214
915	1421.147568
916	1420.947901
917	1420.633746
918	1420.247189
919	1419.999616
920	1419.608727
921	1419.270441
922	1419.069673
923	1418.630163
924	1418.337472
925	1417.951709
926	1417.416038
927	1417.296619
928	1416.587525
929	1416.315955
930	1415.999827
931	1415.343777
932	1414.900053
933	1414.499798
934	1414.028155
935	1413.731125
936	1413.480918
937	1413.036923
938	1412.796751
939	1412.556571
940	1412.21216
941	1411.875313
942	1411.625766
943	1411.139514
944	1410.783624
945	1410.328629
946	1409.97267
947	1409.55489
948	1409.459364
949	1409.114746
950	1408.905091
951	1408.336275
952	1408.229263
953	1407.793576
954	1407.614673
955	1407.364635
956	1407.099396
957	1406.708539
958	1406.562365
959	1406.451995
960	1405.991116
961	1405.704789
962	1405.278279
963	1404.828693
964	1403.902559
965	1403.520254
966	1403.252207
967	1403.085058
968	1402.947201
969	1402.494696
970	1402.492522
971	1402.215266
972	1401.754399
973	1401.466336
974	1401.20446
975	1400.94297
976	1400.720014
977	1400.717985
978	1400.541457
979	1400.331767
980	1400.246544
981	1399.829454
982	1399.480827
983	1398.837033
984	1398.715899
985	1398.434599
986	1398.432467
987	1397.850748
988	1397.512923
989	1397.277689
990	1397.043764
991	1396.685115
992	1396.683552
993	1395.869487
994	1395.546457
995	1395.18759
996	1394.984778
997	1394.87685
998	1394.697154
999	1394.449013
