iter	RMSE
290	1801.283278
291	1799.877825
292	1796.557869
293	1794.793503
294	1792.912816
295	1791.051751
296	1789.776712
297	1788.06199
298	1786.345586
299	1785.242239
300	1784.438943
301	1783.431629
302	1781.455213
303	1779.579756
304	1779.479668
305	1777.788683
306	1777.772969
307	1776.808068
308	1774.301116
309	1774.283691
310	1774.261466
311	1774.236029
312	1772.914661
313	1772.893811
314	1771.58651
315	1770.414061
316	1769.50251
317	1767.738243
318	1766.858554
319	1765.623701
320	1763.789397
321	1762.411564
322	1761.347432
323	1760.478865
324	1756.763961
325	1755.971896
326	1754.907784
327	1753.540215
328	1752.473419
329	1752.459383
330	1751.514009
331	1750.604809
332	1749.418739
333	1749.405479
334	1749.392592
335	1749.37341
336	1748.135355
337	1746.943093
338	1745.895891
339	1744.578151
340	1744.557384
341	1743.205184
342	1743.193274
343	1741.939084
344	1741.120523
345	1739.927207
346	1737.458256
347	1736.535071
348	1733.461599
349	1732.299783
350	1731.704639
351	1730.900487
352	1730.878779
353	1729.860262
354	1728.287106
355	1727.347893
356	1726.271425
357	1724.692885
358	1723.359217
359	1722.682038
360	1722.005498
361	1721.725398
362	1720.870551
363	1719.721704
364	1718.564739
365	1717.697628
366	1717.677506
367	1716.677201
368	1715.700344
369	1712.860645
370	1710.667871
371	1707.854909
372	1707.148336
373	1706.182152
374	1706.171061
375	1706.159583
376	1704.690074
377	1703.744021
378	1702.695011
379	1700.816902
380	1699.933694
381	1699.177823
382	1698.586722
383	1697.693651
384	1696.13078
385	1696.11956
386	1696.107562
387	1694.150786
388	1693.780348
389	1692.125749
390	1690.558414
391	1689.811154
392	1688.7461
393	1687.786569
394	1687.775384
395	1684.932633
396	1684.003506
397	1683.037092
398	1681.989557
399	1681.271763
400	1679.49434
401	1677.055184
402	1674.718004
403	1674.214932
404	1672.28654
405	1672.275497
406	1672.264795
407	1672.25488
408	1671.723815
409	1670.299786
410	1670.285656
411	1669.34712
412	1668.844204
413	1667.892431
414	1667.882856
415	1666.870152
416	1665.718483
417	1665.709303
418	1664.091415
419	1663.219062
420	1660.798697
421	1660.361629
422	1659.25034
423	1658.215504
424	1657.506249
425	1656.316712
426	1656.298888
427	1655.572215
428	1655.563642
429	1654.774764
430	1653.146564
431	1652.021546
432	1652.011721
433	1651.994574
434	1651.260252
435	1649.849939
436	1649.279394
437	1648.139623
438	1646.13074
439	1644.665341
440	1643.948572
441	1643.932122
442	1643.014692
443	1642.304337
444	1641.58849
445	1640.175642
446	1639.490611
447	1638.276503
448	1637.309185
449	1636.612437
450	1635.891308
451	1634.486069
452	1633.661168
453	1632.922917
454	1632.00216
455	1629.986754
456	1629.978244
457	1628.088949
458	1627.618068
459	1627.609894
460	1626.658508
461	1625.916432
462	1625.087079
463	1623.299599
464	1623.250851
465	1622.381113
466	1621.079248
467	1620.214746
468	1619.565517
469	1618.802411
470	1618.166009
471	1617.529484
472	1616.260577
473	1615.03739
474	1614.439413
475	1613.225384
476	1612.570046
477	1612.555389
478	1612.547872
479	1612.13712
480	1611.627001
481	1610.775096
482	1610.768
483	1609.93204
484	1609.170669
485	1607.731628
486	1607.148436
487	1606.471087
488	1605.811872
489	1604.856068
490	1604.249526
491	1603.654544
492	1603.06617
493	1601.410416
494	1600.337331
495	1599.791715
496	1598.670513
497	1597.661446
498	1597.149279
499	1596.278423
500	1595.540237
501	1594.988367
502	1594.28066
503	1592.198781
504	1591.539167
505	1590.054941
506	1589.167696
507	1588.584395
508	1587.950949
509	1587.940603
510	1587.183831
511	1587.177318
512	1586.613867
513	1585.751191
514	1585.744943
515	1584.918159
516	1584.219857
517	1583.727187
518	1583.721481
519	1582.971596
520	1582.447233
521	1581.844558
522	1580.792648
523	1580.786061
524	1580.058324
525	1579.144554
526	1578.784213
527	1578.164242
528	1577.195758
529	1576.055567
530	1575.049057
531	1575.027405
532	1574.465858
533	1573.709589
534	1572.430079
535	1571.10104
536	1570.312229
537	1570.303496
538	1569.587716
539	1568.899021
540	1568.180957
541	1568.175645
542	1567.614783
543	1567.048318
544	1567.04297
545	1567.03778
546	1566.516456
547	1566.510371
548	1565.516983
549	1564.989102
550	1564.092352
551	1563.594632
552	1563.015529
553	1562.392199
554	1562.382934
555	1562.378308
556	1561.638943
557	1560.898247
558	1560.253965
559	1560.249312
560	1560.196369
561	1559.498385
562	1558.132584
563	1557.642295
564	1557.637814
565	1557.228199
566	1555.983595
567	1555.979372
568	1555.970874
569	1554.922812
570	1554.245042
571	1552.968172
572	1552.313902
573	1552.290914
574	1551.817319
575	1551.810403
576	1551.204983
577	1550.006909
578	1549.528382
579	1549.524594
580	1548.736819
581	1548.732842
582	1548.035192
583	1548.027397
584	1548.000357
585	1547.995098
586	1547.35646
587	1546.601972
588	1545.865519
589	1545.861633
590	1545.789998
591	1545.660709
592	1544.399655
593	1543.54972
594	1542.581186
595	1541.907955
596	1541.860847
597	1541.852987
598	1541.314279
599	1540.442132
600	1539.75471
601	1539.337605
602	1538.638951
603	1538.018588
604	1537.101621
605	1536.684268
606	1536.652231
607	1536.081802
608	1535.354098
609	1534.454838
610	1533.16198
611	1532.723902
612	1532.720918
613	1532.233736
614	1531.653781
615	1531.100157
616	1530.543112
617	1530.250646
618	1529.847385
619	1529.208908
620	1527.998733
621	1527.453929
622	1526.868258
623	1525.872516
624	1525.865515
625	1525.194533
626	1524.562353
627	1523.777604
628	1523.193527
629	1522.518406
630	1521.568236
631	1520.998838
632	1520.042899
633	1519.507518
634	1518.850606
635	1518.263099
636	1517.543955
637	1517.131817
638	1516.482128
639	1515.96766
640	1515.084226
641	1514.729955
642	1513.845757
643	1512.749342
644	1512.2177
645	1511.725783
646	1511.101241
647	1510.072464
648	1509.389104
649	1508.669829
650	1508.260205
651	1507.66293
652	1507.276949
653	1506.902623
654	1506.191045
655	1505.622767
656	1505.320938
657	1504.798222
658	1504.773652
659	1504.237165
660	1503.931754
661	1503.218711
662	1503.149742
663	1503.127438
664	1502.039595
665	1502.029833
666	1501.964626
667	1501.279535
668	1500.890073
669	1500.379261
670	1499.910695
671	1499.327981
672	1498.71348
673	1498.275227
674	1497.648643
675	1497.249558
676	1496.789112
677	1496.547893
678	1495.707381
679	1495.382364
680	1494.90404
681	1494.190539
682	1494.169971
683	1493.534446
684	1493.051335
685	1493.042349
686	1493.02266
687	1492.463597
688	1492.100979
689	1492.092359
690	1491.73104
691	1491.69111
692	1491.168023
693	1490.655995
694	1490.234629
695	1489.760869
696	1488.960984
697	1488.924586
698	1488.597192
699	1488.285807
700	1487.811456
701	1486.873216
702	1486.838734
703	1486.427938
704	1486.113338
705	1485.738417
706	1485.319282
707	1484.521971
708	1484.099188
709	1483.539012
710	1482.733004
711	1482.493161
712	1481.736587
713	1481.403981
714	1480.978666
715	1480.371367
716	1480.057549
717	1479.347001
718	1478.660292
719	1478.652194
720	1477.70663
721	1477.137632
722	1476.742065
723	1476.422982
724	1475.855715
725	1475.332632
726	1474.847047
727	1474.841342
728	1474.43095
729	1474.027064
730	1473.563112
731	1472.704278
732	1472.189378
733	1471.669599
734	1471.144956
735	1470.598631
736	1470.298355
737	1469.888764
738	1469.76389
739	1469.331759
740	1469.19779
741	1468.67903
742	1468.538703
743	1467.412652
744	1466.955564
745	1466.407774
746	1465.894979
747	1465.402944
748	1465.148111
749	1464.554537
750	1464.354432
751	1463.527498
752	1463.115088
753	1462.507308
754	1462.077312
755	1461.238065
756	1460.95108
757	1460.078887
758	1459.464603
759	1459.179996
760	1458.731728
761	1458.365665
762	1457.860508
763	1457.045529
764	1456.38473
765	1455.678031
766	1455.329038
767	1455.23169
768	1454.888438
769	1453.904273
770	1453.344821
771	1452.952676
772	1452.530377
773	1451.962372
774	1451.516562
775	1451.139049
776	1450.685355
777	1450.065589
778	1449.91481
779	1449.20566
780	1448.706513
781	1448.438055
782	1448.12015
783	1447.674456
784	1447.387229
785	1447.361148
786	1447.113615
787	1446.893153
788	1446.565806
789	1446.055841
790	1445.594709
791	1445.328241
792	1444.964334
793	1444.210107
794	1443.750896
795	1443.252153
796	1442.70994
797	1442.303685
798	1441.592897
799	1441.044074
800	1440.551169
801	1440.027099
802	1439.360035
803	1438.874628
804	1438.491539
805	1438.107324
806	1437.512951
807	1436.744794
808	1436.312373
809	1435.813809
810	1435.263991
811	1434.879074
812	1434.575069
813	1433.847875
814	1433.374017
815	1433.050548
816	1432.870985
817	1432.45662
818	1431.986962
819	1431.778152
820	1431.156396
821	1430.549254
822	1430.335284
823	1429.890198
824	1429.718324
825	1429.208016
826	1428.833323
827	1428.498426
828	1427.967609
829	1427.562033
830	1427.146552
831	1426.641363
832	1426.104552
833	1425.706307
834	1425.212884
835	1424.735915
836	1424.356743
837	1423.873266
838	1423.533934
839	1422.923202
840	1422.238371
841	1421.960588
842	1421.797464
843	1421.596908
844	1421.1372
845	1420.822365
846	1420.4536
847	1420.091059
848	1419.837609
849	1419.684201
850	1419.453189
851	1418.992946
852	1418.344051
853	1418.070378
854	1417.763365
855	1417.690333
856	1417.358967
857	1416.977041
858	1416.596106
859	1416.173432
860	1415.785888
861	1415.327727
862	1415.000704
863	1414.721654
864	1414.500034
865	1414.022384
866	1413.643959
867	1413.557388
868	1413.236794
869	1412.559391
870	1412.451992
871	1412.10537
872	1411.893757
873	1411.404491
874	1411.062549
875	1410.954473
876	1410.224767
877	1409.909717
878	1409.777849
879	1409.374553
880	1408.963845
881	1408.525767
882	1408.248519
883	1407.97506
884	1407.515341
885	1406.497735
886	1406.258152
887	1406.062837
888	1405.818849
889	1405.686192
890	1405.487049
891	1404.924513
892	1404.672853
893	1404.159227
894	1404.155924
895	1403.565575
896	1403.308057
897	1402.885904
898	1402.822358
899	1402.789963
900	1402.299114
901	1401.965827
902	1401.748767
903	1401.362732
904	1401.173222
905	1400.979531
906	1400.64476
907	1400.257663
908	1400.017655
909	1399.66755
910	1399.163291
911	1398.847698
912	1398.5304
913	1398.049768
914	1397.809841
915	1397.383651
916	1396.935346
917	1396.751061
918	1396.424471
919	1396.111866
920	1395.889845
921	1395.449995
922	1395.053599
923	1394.366916
924	1393.928851
925	1393.532482
926	1393.278164
927	1393.214507
928	1392.879217
929	1392.411133
930	1392.290757
931	1391.845066
932	1391.326602
933	1390.591122
934	1390.255074
935	1389.947731
936	1389.589721
937	1389.217062
938	1388.999768
939	1388.818558
940	1388.530693
941	1388.17584
942	1387.83357
943	1387.494159
944	1386.998665
945	1386.72281
946	1386.371629
947	1386.051295
948	1385.660132
949	1385.253221
950	1384.923276
951	1384.434195
952	1384.280213
953	1383.807308
954	1383.379885
955	1383.094935
956	1382.696009
957	1382.218781
958	1381.973431
959	1381.965419
960	1381.730335
961	1381.398115
962	1381.067398
963	1380.710767
964	1380.366029
965	1380.114228
966	1379.97753
967	1379.800078
968	1379.319864
969	1378.71746
970	1378.51099
971	1378.184486
972	1377.748718
973	1377.368408
974	1377.10771
975	1377.106588
976	1376.704713
977	1376.508595
978	1376.197233
979	1375.894786
980	1375.461057
981	1375.295891
982	1375.288436
983	1374.98728
984	1374.815747
985	1374.767718
986	1374.405786
987	1373.909218
988	1373.446502
989	1373.335283
990	1373.134336
991	1372.725866
992	1372.514463
993	1372.172708
994	1371.961018
995	1371.523643
996	1371.521078
997	1371.183164
998	1370.861439
999	1370.696156
